AdvNum,Parcel,Face Amount
0001890,041024553200900660,42.03
0001891,041024553200900670,42.03
0001892,041024553200900680,45.72
0001893,041024553200900690,45.72
0001894,041024553200900700,46.18
0001895,041024553200900710,42.03
0001896,041024553200900720,42.03
0001897,041024553200900730,35.83
0001898,041024553200900740,35.83
0001899,041024553200900750,39.51
0001900,041024553200900760,39.51
0001901,041024553200900770,39.98
0001902,041024553200900780,35.83
0001903,041024553200900790,35.83
0001904,041024553200900800,35.83
0001905,041024553200900810,35.83
0001906,041024553200900820,43.14
0001907,041024553200900830,43.14
0001908,041024553200900840,47.59
0001909,041024553201100160,46
0001910,041024553201100170,46
0001911,041024553201100180,46.47
0001912,041024553201100190,46
0001914,041024553201100550,51.06
0001915,041024553201100560,51.06
0001916,041024553201100570,51.52
0001917,041024553201100580,51.06
0001918,041024553201100590,51.06
0001919,041024553201100600,51.52
0001920,041024553201100610,64.1
0001921,041024553201100700,46
0001922,041024553201100710,46
0001923,041024553201100720,46.47
0001924,041024553201200010,46
0001925,041024553201200020,46
0001926,041024553201200030,46.47
0001927,041024553201200040,46
0001928,041024553201200050,46
0001929,041024553201200060,46.47
0001930,041024553201200070,46
0001931,041024553201200080,46
